https://www.stardog.com/use-cases/semantic-search-for-the-enterprise/,Use Cases - Semantic Search For The Enterprise | Stardog,"Read more about how Stardog's true semantic search for the enterprise saves you time and increases productivity by fewer, more relevant results."
https://www.mesoc-project.eu/resources/semantic-search-engine,Semantic Search Engine | MESOC,The Semantic search engine is an IT tool facilitating the bottom up generation of semantic relations resulting from the analysis of documents collected from†...
https://www.marscrowd.com/blog/text/introducing-what-happens-in-semantic-search-using-nlp/,Introducing Semantic Search Using NLP | MarsCrowd,17 авг. 2021 г. Ч 
https://www.xenonstack.com/blog/semantic-search-engine,Semantic Search Engine with Ontology and Machine learning,"The documents are returned based on the most number of matches of the query words with documents. In semantic search, we take care of the†..."
https://www.earley.com/insights/what-semantic-search,What is Semantic Search? - Earley Information Science,Semantics is the study of meaning. A semantic search seeks to improve search accuracy by understanding searcher intent and the contextual meaning of terms.
https://www.igi-global.com/dictionary/semantic-search/26363,What is Semantic Search | IGI Global,What is Semantic Search? Definition of Semantic Search: A search technology that uses semantics to understand the search intent and the context meaning of a†...
https://www.amazon.science/publications/semantic-product-search,Semantic product search - Amazon Science,"We study the problem of semantic matching in product search, that is, given a customer query, retrieve all semantically related products from the catalog."
https://www.textkernel.com/solution/search/,Semantic search and talent sourcing - Textkernel,Easily find the most relevant jobs and candidates. Add this powerful semantic search technology to your job or CV database and increase your value.
https://www.rightsdirect.com/limitations-keyword-search/,The Limitations of Keyword Research vs Semantic Search,"Unlike keyword search, semantic search takes into consideration the researcher's intent to get at the contextual meaning of terms. Semantic search pushes beyond†..."
https://ru.glosbe.com/en/ru/semantic%20search,"semantic search, перевод на русский, примеры предложений","(Apache License 2.0) SemanticMiner includes the OntoBroker reasoner to perform ontology-based semantic search. (RDFSharp, Apache License 2.0) SemanticMiner†..."
https://analyticsindiamag.com/guide-to-real-time-semantic-search/,Guide To Real-Time Semantic Search - Analytics India ...,8 июл. 2021 г. Ч 
https://github.com/opensemanticsearch/open-semantic-search,opensemanticsearch/open-semantic-search - GitHub,"Open Source research tool to search, browse, analyze and explore large document collections by Semantic Search Engine and Open Source Text Mining & Text†..."
https://www.algolia.com/products/search-and-discovery/answers/,Leverage the power of ML-driven semantic search | Algolia,"Give users relevant results fast, no matter how they search, with Algolia Answers, an ML-driven semantic search that employs human-like understanding of†..."
https://medium.com/mlearning-ai/semantic-search-with-s-bert-is-all-you-need-951bc710e160,Semantic Search with S-BERT is all you need - Medium,4 июн. 2021 г. Ч 
http://ceur-ws.org/Vol-228/4.pdf,Squiggle: a Semantic Search Engine for indexing and retrieval ...,автор: I Celino Ј ÷итируетс€: 52 Ч 
https://arxiv.org/abs/2106.01686,AliCG: Fine-grained and Evolvable Conceptual Graph ... - arXiv,автор: N Zhang Ј 2021 Ј ÷итируетс€: 15 Ч 
https://www.celi.it/en/products/sophia-semantic-search/,Sophia Search: semantic search engine - CELI,Sophia Search is a search engine based on ontology. It is specialised in semantic analysis for the interpretation of information from texts and in the†...
https://www.oncrawl.com/technical-seo/creating-semantic-content-networks-with-query-document-templates-case-study/,Creating Semantic Content Networks with Query and ...,11 €нв. 2022 г. Ч 
https://www.highspot.com/resource/highspot-in-action-search/,Semantic Search | Highspot in Action Video - Highspot,Get an overview of how Highspot's advanced semantic search capabilities help you find the right content in this Highspot in Action video.
https://www.semantic-mediawiki.org/wiki/Help:Semantic_search,Semantic search,5 но€б. 2018 г. Ч 
https://wordlift.io/blog/en/semantic-search/,"What is Semantic Search, and how does it work? - WordLift Blog",Semantic Search helps you surface the most relevant results for your users based on search intent and not just keywords. Semantic (or Neural) Search uses state†...
https://www.semanticscholar.org/,Semantic Scholar | AI-Powered Research Tool,"Our API now includes paper search, better documentation, and increased stability. Join hundreds of other developers and start building your scholarly app today."
https://taiger.com/products/omnitive-search/,Unlock answers with a semantic search engine - TAIGER,"A single web interface makes it effortless to find answers across different libraries of data. Type in any query, and Omnitive Search will understand it†..."
https://www.tensorflow.org/hub/tutorials/cross_lingual_similarity_with_tf_hub_multilingual_universal_encoder,Cross-Lingual Similarity and Semantic Search Engine with ...,23 февр. 2022 г. Ч 
https://www.smartinsights.com/search-engine-optimisation-seo/seo-strategy/semantic-search-what-seos-content-marketers-need-to-know/,Semantic Search: What SEOs and Content Marketers Need to ...,10 сент. 2019 г. Ч 
https://zir-ai.com/,ZIR Semantic Search,The AI-powered platform for text search. Harness the power of advanced neural networks to search your textual data with unrivaled accuracy.
https://ip.com/blog/semantic-search-ip-patent-discovery/,Unlock the Power of Semantic Patent Search - IP.com,29 мар. 2021 г. Ч 
https://dl.acm.org/doi/10.1145/775152.775250,Semantic search | Proceedings of the 12th international ...,автор: R Guha Ј 2003 Ј ÷итируетс€: 1143 Ч 
https://psycnet.apa.org/record/2017-28620-029,Semantic search during divergent thinking. - APA PsycNET,автор: RW Hass Ј 2017 Ј ÷итируетс€: 67 Ч 
https://www.seobility.net/en/wiki/Semantic_Search,What is Semantic Search and why is it important? - Seobility Wiki,"Semantic search helps search engines like Google to better understand the meaning of a query and display more precise results. To understand its scope,†..."
https://www.smartlogic.com/what-we-do/semantic-search,Semantic Search / Smartlogic Semaphore,"The combination enables semantic intelligence Ц the foundation of a smarter search experience. Our Approach. Semaphore leverages the model, AI, machine learning†..."
https://ubitech.eu/solutions/semantic-search/,Semantic Search - UBITECH,"ubi:indexer Digital Documents Reverse Indexing and Semantic Search. ubi:indexer is a multilingual, scalable, linguistic and semantic-based search engine for†..."
https://www.hbs.edu/faculty/Pages/item.aspx?num=56485,Twiggle: E-commerce with Semantic Search - Case - Harvard ...,"Four years after being founded, in 2014, by former Google executives Amir Konigsberg (CEO) and Adi Avidor (CTO), Twiggle had developed a search enhancement†..."
https://www.researchgate.net/publication/262635559_New_Framework_for_Semantic_Search_Engine,New Framework for Semantic Search Engine - ResearchGate,"The purpose of this work is to investigate some relevant issues on querying the semantic web in a context of semantic search engines, and propose a framework†..."
https://twitter.com/opensemsearch,Open Semantic Search (@OpenSemSearch) / Twitter,"Semantic #search engine (#opensource) to search & analyze document sets, archives & news (exploratory search, #textmining, #nlp, #annotation, #ocr, #ddj,†..."
https://www.dialog-21.ru/media/2015/voskresenskiy.pdf,—–≈ƒ—“¬ј —≈ћјЌ“»„≈— ќ√ќ ѕќ»— ј1 SEMANTIC ...,автор: ј ѕуанкаре Ч 
https://libeldoc.bsuir.by/handle/123456789/12026,Applying of Ontological Technology of Semantic Search in E ...,автор: AY Gladun Ј 2017 Ј ÷итируетс€: 1 Ч 
https://seranking.com/blog/semantic-seo/,Semantic SEO: What it is and how it can boost your rankings,30 июл. 2021 г. Ч 
https://m.mage.ai/building-a-semantic-search-engine-with-dual-space-word-embeddings-f5a596eb6d90,Building a semantic search engine with dual space word ...,26 ма€ 2021 г. Ч 
https://link.springer.com/10.1007%2F978-3-540-92913-0_16,Semantic Web Search Engines | SpringerLink,"Semantic Search extends this conventional scenario by adding some semantic components to better exploit the intended meaning of the keywords, as well as the†..."
https://azati.ai/how-to-build-semantic-search-engine/,What Is A Semantic Search Engine And How To Build One?,10 апр. 2020 г. Ч 
https://www.microfocus.com/ru-ru/products/semantic-search/overview,»нструменты семантического поиска - Micro Focus,Find software security issues early and fix at the speed of DevOps. Deployment Automation. Automate deployments for continuous delivery.
https://pubmed.ncbi.nlm.nih.gov/33846532/,COVID-19 information retrieval with deep-learning based ...,автор: A Esteva Ј 2021 Ј ÷итируетс€: 16 Ч 
https://gofishdigital.com/blog/what-is-semantic-seo/,What is Semantic SEO? - Go Fish Digital,18 мар. 2021 г. Ч 
https://academic.oup.com/bioinformatics/article/35/10/1799/5134063,Thalia: semantic search engine for biomedical abstracts,автор: AJ Soto Ј 2019 Ј ÷итируетс€: 32 Ч 
https://blogs.perficient.com/2017/06/21/semantic-search-and-seo-everything-you-need-to-know/,Semantic Search and SEO: Everything You Need to Know,21 июн. 2017 г. Ч 
https://www.cs.ox.ac.uk/people/thomas.lukasiewicz/ssw11.pdf,Ontology-Based Semantic Search on the Web - University of ...,автор: T Lukasiewicz Ј ÷итируетс€: 5 Ч 
https://blog.devgenius.io/semantic-search-with-vector-database-4d80398d1e3f,Semantic search with vector database | by Xin Cheng - Dev ...,"Recently I heard of Уvector databaseФ a lot. After doing some research, I found that it is related to Уsemantic searchФ. Let's understand these concepts and†..."
https://babelscape.com/semantic-paths,Semantic Paths - Babelscape,"Search, correlate and monitor knowledge, people and entities. Semantic Paths brings together the power of Babelscape's neuro-symbolic multilingual text†..."
https://www.frontiersin.org/articles/10.3389/fnhum.2019.00341/full,Searching for Semantic Knowledge: A Vector ... - Frontiers,автор: RA Cutler Ј 2019 Ј ÷итируетс€: 7 Ч 
https://www.wikiwand.com/en/Semantic_search,Semantic search - Wikiwand,"Semantic search denotes search with meaning, as distinguished from lexical search where the search engine looks for literal matches of the query words or†..."
https://www.seobythesea.com/category/semantic-search/,Semantic SEO - SEO by the Sea,"Search on the Web has been evolving to focus more on showing results that find things, instead of strings, or matching keywords within queries to keywords on†..."
https://blog.streamlit.io/finding-your-look-alikes-with-semantic-search/,Finding your look-alikes with semantic search - Streamlit Blog,1 дек. 2021 г. Ч 
https://metaphacts.com/images/PDFs/publications/KESW2016-Requirements-to-modern-semantic-search-engines.pdf,Requirements to Modern Semantic Search Engines,автор: R Usbeck Ј ÷итируетс€: 5 Ч 
https://www.orbitmedia.com/blog/semantic-seo/,Semantic SEO: How to Future-Proof Your Search Rankings,How to use semantic SEO to future-proof your search engine rankings. Here are 5 ways to indicate relevance and show the meaning of your content to Google.
https://www.hillwebcreations.com/benefits-semantic-search-brings-digital-marketing/,Benefits That Semantic Search Brings to Digital Marketing,Semantic search refers to the capability of search engines to decipher the intent and contextual meaning of search phrases when serving content to people using†...
https://www.iam-media.com/how-semantic-searchautomated-patent-analysis-tools-can-save-researchers-time,How semantic search/automated patent analysis tools can ...,11 но€б. 2020 г. Ч 
https://www.manning.com/liveproject/implement-semantic-search-with-ml-and-bert,Implement Semantic Search with ML and BERT - Manning ...,You'll implement BERT (Bidirectional Encoder Representations from Transformers) to create a semantic search engine. BERT excels in many traditional NLP†...
https://github.blog/2018-09-18-towards-natural-language-semantic-code-search/,Towards Natural Language Semantic Code Search - The ...,18 сент. 2018 г. Ч 
https://support.atlassian.com/bitbucket-cloud/docs/search-in-bitbucket-cloud/,Search in Bitbucket Cloud - Atlassian Support,File or path search. Files can be found just by searching their filename or parts of the path. Using the path in your search only supports exact matches of†...
http://semantic-pace.net/,Parliamentary Assembly,Current search. All documents. result(s) 1 to 10 of 35080. 08/04/2022†...
https://www.link-assistant.com/news/semantic-search-optimization.html,4 Ways to Optimize for Semantic Search in 2018 - SEO ...,7 авг. 2018 г. Ч 
